Rating_Number,Votes_Number,Computer_Score,Group_Rank,Group_Rank_Size,Total_Rank,Total_Rank_Size,PPI,HDMI,WiFi,Inbuilt Microphone,Bluetooth,SSD Interface,Keyboard,Microphone In,Speakers,Keyboard Backlit,Anti Glare Screen,GPU,Model,Series,Size,Warranty,Device Type,Touch,Processor,Resolution,OS,Battery,Features,Generation,RAM,Optical Drive,Adapter Type,Solid State Drive,Cache,Battery Details,Dimensions,Touchpad,Headphone Jack,Camera,Speed,RAM Bus Speed,Cores,Sales Package,Weight,Security Lock Port,Brand,Utility,USB Ports,Process Node,Ethernet,Type,Price
4.15,984,2,37,345,1352,2352,~ 157PPI,1 x HDMI Port,Yes,Built-in Dual Array Microphone,Yes,No,English Backlit Keyboard\n,Yes,Stereo Speakers,Yes,No,Intel Iris Xe Graphics,Yoga 7i 82BH00E0IN,Yoga 7i,14inches,1year Warranty,Hybrid,Yes,11th Gen intel Core i7 1165G7,1920x1080pixels,Windows 10 Home (64-bit),4 Cell Battery,"72 Percent NTSC, AGC Dragontrail Glass, 4-Sided Narrow Bezel LED Backlit Glossy Display\n",11th Gen,16GB DDR4,No,No,512GB,12MB,No,320x214x17.7mm,Multi-touch Touchpad\n,Yes,720p,4 x 1.2GHz (Turbo Speed upto 4.7GHz) Cores,3200MHz,"Quad Core, 8 Threads",No,1.4kg,No,intel,Everyday Use,1 x USB 3.0,10 nm SuperFin,Yes,LED,"40,994"
4.3,2,3,76,319,1685,2352,~ 157PPI,No,Intel Wi-Fi 6 AX201(2*2 ax),Built-in microphone,v5.1,No,Single backlight KB(White),Yes,Built-in Dual Speakers,Yes,No,Intel Integrated Iris Xe,Prestige 14Evo A11M-624IN,Prestige 14 Evo,14inches,1year Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 10 Home (64-bit),"52Wh, 3 Cell Battery",sRGB100% 300nits 1W panel,11th Gen,16GB LPDDR4X,No,No,512GB,8MB,No,319x219x15.9mm,65W Adapter,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, battery, power adapter, user guide",1.29kg,No,Intel,Performance,"2 x USB Type-C, 1 x USB 2.0",No,No,Full HD,"36,994"
4.3,83,2,209,227,1083,2352,~ 157PPI,1 x HDMI Port,802.11,Yes,Yes,No,No,Yes,No,No,Yes,Intel UHD Graphics,5406,Inspiron,14inches,No Warranty,Netbook,Yes,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 10 Home (64-bit),No,No,11th Gen,4GB DDR4,No,No,256GB,6MB,No,310x230x20mm,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,3200MHz,"Dual Core, 4 Threads",No,680.39g,No,Intel,Everyday Use,"2 x USB 3.0, 1 x USB 2.0",No,No,No,"1,04,500"
4.35,85,3,278,376,1439,2352,~ 164PPI,1 x HDMI v1.4b Port,Killer Wi-Fi 6 AX1650,Built-in Microphone,v5,No,"English International , Yes",Yes,Built-in Dual Speakers,Yes,Yes,Intel Integrated UHD,XPS 9300,XPS,13.3inches,1year Warranty,Ultrabook,No,10th Gen Intel Core i5 1035G1,1920x1080pixels,Windows 10 Home (64-bit),4 Cell Battery,Full HD LED Backlit Display,10th Gen,8GB DDR4,No,No,512GB,6MB,No,198x296x15mm,Yes,Yes,Yes,4 x 1GHz (Turbo Speed upto 3.6GHz) Cores,2666MHz,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.27kg,Kensington Lock Port,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0",No,No,LED,"69,990"
4,154,3,421,481,1816,2352,~ 157PPI,1 x HDMI Port,Yes,Yes,Yes,NVMe,No,Yes,Dolby Audio Speakers,No,Yes,Intel Iris Xe Graphics,82C3001WGE,S14 G3 IAP,14inches,1year Warranty,Netbook,No,12th Gen Intel Core i5 1235U,1920x1080pixels,Windows 11 Home (64-bit),45Wh Battery,Brightness: 300 nits,12th Gen,8GB DDR4,No,No,512GB,12MB,45 WHrs Li-ion,No,Yes,Yes,Yes,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,3200MHz,"10 Cores (2P + 8E), 12 Threads","Laptop, Power Adapter, User Manual",No,No,Intel,Everyday Use,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",10 nm,No,LED,"58,100"
4.15,130,2,155,227,1029,2352,~ 162PPI,1 x HDMI Port,Wi-Fi 6E (802.11ax) Dual band),Yes,v5,NVMe PCIe Gen3,Backlit Chiclet Keyboard,Yes,Built-in Speakers,Yes,Yes,AMD Radeon AMD,TN3402YAB-LZ541WS,Vivobook Flip 14 (2023) Touch Screen,14inches,1year Onsite Warranty,Ultrabook,Yes,7th Gen AMD Ryzen 5 7530U,1920x1200pixels,Windows 11 Home (64-bit),No,"300nits, 45% NTSC color gamut, display",7th Gen,16GB DDR4,No,No,512GB,16MB,No,313.2x227.6x18.9mm,Yes,Yes,Yes,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,No,"Hexa Core, 12 Threads","Laptop, battery, power adapter, user guide",1.5kg,No,AMD,Performance,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,No,"LED Backlit, IPS-level Panel","1,04,100"
4.6,83,3,392,447,1851,2352,~ 166PPI,No,IEEE 802.11ac,No,v4.1,No,Standard English Keyboard,Yes,Built-in Dual Speakers,No,No,Intel Integrated UHD 620,9370 Model Number,XPS 13,13.3inches,1 Year Onsite Warranty,No,No,8th Gen Intel Core i7 8550U,1920x1080pixels,Windows 10 Home (64-bit),6 Cell Battery,No,8th Gen,16GB DDR3,No,No,512GB,8MB,No,199x302x11.6mm,Touchpad,Yes,Widescreen HD 720P Webcam,4 x 1.8GHz (Turbo Speed upto 4GHz) Cores,2133MHz,"Quad Core, 8 Threads","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",1.21kg,No,Intel,Everyday Use,2 x USB 3.0,No,No,Full HD LED Backlit InfinityEdge Display,"54,999"
4.4,76,2,109,376,756,2352,~ 141PPI,1 x HDMI v1.4 Port,Wi-Fi 6 2x2 (Gig+),Yes,v5.1,NVMe,English International backlit Keyboard,Yes,Inbuilt,Yes,Yes,Intel Iris Xe Graphics,D560866WIN9S,Inspiron,15.6inches,1year Warranty,Hybrid,No,12th Gen Intel Core i5 1235U,1920x1080pixels,Windows 11 Home (64-bit),"41Wh, 3 Cell Battery","250 nits, Narrow Border",12th Gen,8GB DDR4,No,No,512GB,12MB,41 Watt Hours,358x235x21mm,Yes,Yes,Yes,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores  8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,2666MHz,"10 Cores (2P + 8E), 12 Threads","Laptop, Adaptor",1.65kg,No,Intel,"Everyday Use, Business, Performance","2 x USB 3.0, 1 x USB 2.0",10 nm,No,No,"70,990"
4.25,85,3,124,139,1507,2352,~ 164PPI,1 x HDMI Port,Killer Wi-Fi 6 AX1650,Yes,v5.1,No,Yes,Yes,No,Yes,Yes,Intel Iris Xe,"XPS 9305, XPS 9305",Core i5,13.4inches,1year Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 11 Home (64-bit),4 Cell Battery,No,11th Gen,16GB LPDDR4X,No,No,512GB,8MB,No,302x199x15.8mm,Yes,Yes,Yes,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, battery, adapter, cables and user manuals",1.16kg,No,Intel,Performance,1 x USB Type-C,No,No,Full HD WVA Infinity Edge,"1,14,990"
4.1,117,3,317,481,1402,2352,~ 267PPI,No,WiFi 6: 802.11ax,Dual Far-field Studio Mics,v5.1,No,Microsoft Surface Pro Keyboard Compatibility,Yes,2W Stereo Speakers,Yes,No,Intel Iris Xe Graphics,Surface Pro 8  8PV-00029 Laptop,Surface Pro,13inches,1year Onsite Warranty,Hybrid,No,11th Gen Intel Core i7 1185G7,2880x1920pixels,Windows 11 (64-bit),No,"Dolby Vision Support, Up to 120Hz Refresh Rate",11th Gen,16GB LPDDR4x,No,No,256GB,12MB,No,287x208x9.3mm,Large Glass Touchpad,Yes,"Yes, 5MP",4 x (Turbo Speed upto 4.8GHz) Cores,No,"Quad Core, 8 Threads",No,891g,No,Intel,"Business, Performance",2 x USB Type-C,No,No,PixelSense Flow Display,"59,990"
4.15,56,3,113,139,1326,2352,~ 166PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Intel Iris Xe Graphics,1165G7,Core i7,13.3inches,1year Warranty,Ultrabook,Yes,11th Gen Intel Core i7 1165G7,1920x1080pixels,Windows 10 Home (64-bit),4 Cell Battery,No,11th Gen,16GB LPDDR4X,No,No,512GB,12MB,No,305x211x11.9mm,Yes,Yes,Yes,4 x (Turbo Speed upto 4.7GHz) Cores,No,"Quad Core, 8 Threads","Main Unit, Charging Cable, Charging Adapter, User Manual, Warranty Card",1.3kg,No,Intel,Everyday Use,"2 x USB Type-C, 1 x USB 3.0",No,No,OLED,"1,15,790"
4.65,112,3,220,231,1398,2352,~ 166PPI,No,11ax (2x2),Integrated Dual Array Digital Microphones,v5,No,"Backlit English Keyboard, Yes",Yes,Built-in Speakers,Yes,No,AMD Radeon,13ARE05,Yoga 6,13.3inches,1year Onsite Warranty,Hybrid,Yes,4th Gen AMD Ryzen 7  4700U,1920x1080pixels,Windows 10 Home (64-bit),60Wh Battery,"Full HD IPS Glossy Touch Display (300 nits Brightness, 72% NTSC Color Gamut)",4th Gen,16GB DDR4,No,45 W AC Adapter,512GB,8MB,No,308.1x206.5x18.3mm,Yes,Yes,Yes,8 x 2GHz (Turbo Speed upto 4.1GHz) Cores,No,"Octa Core, 8 Threads","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",1.32kg,No,AMD,Performance,"2 x USB Type-C, 2 x USB 3.0",No,No,IPS,"1,48,990"
4.5,100,3,185,227,1370,2352,~ 157PPI,1 x HDMI Port,802.11ac,Yes,v5.1,No,No,Yes,No,Yes,Yes,Intel Iris Xe Graphics,ThinkPad E14 (2021),ThinkPad E14,14inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,\u200eWindows 10 Home\n (64-bit),3 Cell Battery,Full HD Display,11th Gen,8GB,No,No,512GB,8MB,No,324x222x19mm,Yes,Yes,Yes,4 x (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","\u200eLaptop, User manual, Adapter\n",1.69kg,No,Intel,"Business, Performance","1 x USB 3.0, 1 x USB 2.0",No,Yes,LED,"1,00,794"
4.4,245,2,141,292,832,2352,~ 141PPI,1 x HDMI Port,Wi-Fi 6E(2x2),Yes,v5,NVMe PCIe Gen3,ASUS ErgoSense keyboard,Yes,Built-in Speakers,Yes,Yes,Integrated Intel UHD Graphics,E1504GA-LK322WS,Vivobook Go 15 (2023),15.6inches,1year Onsite Warranty,Ultrabook,No,AMD Core i3 N305,1920x1080pixels,Windows 11 Home (64-bit),50Wh Battery,0.2ms response time 600nits HDR peak brightness VESA CERTIFIED Display HDR True Black 500 100% DCI-P3 color gamut PANTONE Validated Glossy display,No,8GB DDR4,No,\u200e65 W Power Adapter,512GB,6MB,50WHrs Battery,360.3x232.5x17.9mm,Yes,Yes,720p HD camera With privacy shutter,8 x (Turbo Speed upto 3.8GHz) Cores,3200MHz,"Octa Core, 8 Threads","Laptop, battery, power adapter, user guide",1.63kg,No,AMD,Performance,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,No,OLED,"81,999"
4.1,89,3,285,292,2060,2352,~ 141PPI,1 x HDMI 2.0 Port,Intel Wi-Fi 6 (2x2) Gig+,Built-in Microphone,v5,No,"English International Orange, Yes",Yes,Built-in Speakers,Yes,Yes,NVIDIA GeForce RTX 3050Ti,G15-5511,G15,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i7 11800H,1920x1080pixels,Windows 11 (64-bit),3 Cell Battery,WVA AG 250 nits 120Hz Narrow Border Display,11th Gen,16GB DDR4,No,No,512GB,24MB,No,357x272x25mm,Yes,Yes,Yes,8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,2933MHz,"Octa Core, 16 Threads","Laptop, Battery, Adapter, Cables and User Manuals",2.4kg,Kensington Lock Port,Intel,"Gaming, Performance","1 x USB 3.0, 2 x USB 2.0",No,Available,Full HD,"79,100"
4,69,3,206,260,1857,2352,~ 157PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,No,No,No,Intel Integrated,Latitude 3410,Latitude,14inches,1year Warranty,Netbook,No,10th Gen Intel Core i5 10210U,1920x1080pixels,Windows 10 Pro,No,No,10th Gen,8GB DDR4,No,No,No,6MB,No,No,Yes,Yes,Yes,4 x 1.6GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, battery, adapter",No,No,Intel,Performance,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",No,Yes,LED,"47,900"
4.55,111,2,60,227,448,2352,~ 243PPI,1 x HDMI 2.1 Port,Wi-Fi 6(802.11ax) (Dual band) 2*2,Built-in array microphone,v5.3,NVMe PCIe Gen3,"Backlit Chiclet Keyboard, Yes",Yes,Built-in Speakers,Yes,Yes,AMD Radeon AMD,UM5401QA-KM751WS,Zenbook 14X OLED,14inches,1year Onsite Warranty,Ultrabook,No,5th Gen AMD Ryzen 7 5800H,2880x1800pixels,Windows 11 Home (64-bit),"63Wh, 3 Cell Battery","550nits HDR peak brightness, 100% DCI-P3 color gamut, 1, 000, 000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display",5th Gen,16GB LPDDR4X,No,100W AC Adapter,1TB,16MB,No,311.2x221.1x15.9mm,Yes,Yes,720p HD camera,8 x 3.2GHz (Turbo Speed upto 4.4GHz) Cores,No,"Octa Core, 16 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.4kg,No,AMD,Performance,"2 x USB Type-C, 1 x USB 3.0",No,No,"OLED,","99,000"
4.3,95,3,321,332,1976,2352,~ 201PPI,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Radeon RX Vega 6,Surface Laptop 4,Ryzen 5,13.5inches,1year Warranty,Netbook,No,4th Gen AMD  Ryzen 5 4680U,2736x1824pixels,Windows Widows 10 Home (64-bit),6 Cell Battery,No,4th Gen,8GB LPDDR4,No,No,256GB,8MB,No,307x224x15mm,Yes,Yes,No,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,No,"Hexa Core, 12 Threads","Surface Laptop 4,Power Supply,Quick Start Guide, Safety & Warranty documents",1.26kg,No,AMD,"Business, Performance","1 x USB Type-C, 1 x USB 3.0",No,No,LED,"76,890"
4.3,98,2,124,332,756,2352,~ 157PPI,1 x HDMI v1.4 Port,IEEE 802.11 ax,Built-in Microphones,v5.1,No,"Standard English , Yes",Yes,Built-in Quad Speakers,Yes,No,Intel Iris Xe Graphics,"NP14V3IN033P, SE14",SE Series,14inches,2years Onsite Warranty,Ultrabook,No,11th Gen Intel Core i5 1135G7,1920x1080pixels,Windows 10 Home (64-bit),No,Full HD LED Backlit IPS Display,11th Gen,8GB DDR4,No,No,512GB,8MB,No,324.4x230x20mm,Yes,Yes,"Yes, 1MP",4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents,Sleeve",1.39kg,No,Intel,Performance,"2 x USB Type-C, 2 x USB 3.0",No,No,LED,"75,990"
4.65,87,3,297,332,2063,2352,~ 189PPI,No,Yes,Yes,Yes,No,No,Yes,2 x 2W Harman Kardon,Yes,Yes,Intel Iris Xe Graphics,82NC00EWIN,Yoga Slim 7 Pro,14inches,1year Warranty,No,No,12th Gen Intel Core i7 1260P,2880x1800pixels,Windows 11 Home (64-bit),3 Cell Battery,"90Hz, 100% sRGB, Dolby Vision",12th Gen,16GB LPDDR5,No,No,512GB,18MB,No,312x221x17mm,Yes,Yes,Yes,4 x 2.1GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.5GHz (Turbo Speed upto 3.4GHz) Efficient Cores,4800MHz,"12 Cores (4P + 8E), 16 Threads",No,1.3kg,Yes,Intel,"Business, Performance","2 x USB Type-C, 1 x USB 3.0",10 nm,No,OLED,"74,695"
4.1,147,3,64,272,1398,2352,~ 201PPI,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Intel Iris Xᵉ Graphics,Surface Laptop 4,Core i5,13.5inches,No Warranty,Netbook,No,11th Gen Intel Core i5 1135G7,2256x1504pixels,Windows Widows 10 Home (64-bit),No,No,11th Gen,8GB,No,No,512GB,8MB,No,308x223x14.5mm,Yes,Yes,No,4 x (Turbo Speed upto 4.2GHz) Cores,No,"Quad Core, 8 Threads",No,1.26kg,No,Intel,"Business, Performance","1 x USB Type-C, 1 x USB 3.0",No,No,No,"45,990"
4.65,83,2,166,227,1144,2352,~ 164PPI,No,Killer Wi-Fi 6 AX1650,Dual Microphone Array,v5.1,No,Internal UK/Irish Qwerty,Yes,Stereo Speakers,Yes,Yes,Intel UHD Graphics,9300,XPS 13,13.4inches,1year Warranty,Ultrabook,No,10th Gen Intel Core i7 1065G7,3840x2400pixels,Windows 10 Home (64-bit),4 Cell Battery,InfinityEdge,10th Gen,16GB LPDDR4x,No,No,1TB,8MB,No,296x198x15mm,Yes,Yes,Yes,4 x 1.3GHz (Turbo Speed upto 3.9GHz) Cores,3733MHz,"Quad Core, 8 Threads","Laptop, Battery, AC Adapter, User Guide, Manuals, Stylus",1.27kg,No,Intel,"Business, Performance",1 x USB Type-C,No,No,No,"1,03,990"
4.15,74,3,299,310,2165,2352,~ 142PPI,1 x HDMI Port,6E(802.11ax) Dual band) 1*1,Yes,v5,NVMe,Backlit Chiclet Keyboard with Num-key,Yes,Built-in Speakers,Yes,Yes,AMD Radeon AMD,M1605YA-MB741WS,Vivobook 16 (2023),16inches,1year Onsite Warranty,Netbook,No,7th Gen AMD Ryzen 7 7730U,1920x1200pixels,Windows 11 Home (64-bit),No,"300nits, 45% NTSC color gamut, display",7th Gen,16GB DDR4,No,No,512GB,16MB,No,358.7x249.5x19.9mm,Yes,Yes,Yes,8 x 2GHz (Turbo Speed upto 4.5GHz) Cores,No,"Octa Core, 16 Threads","Laptop, battery, power adapter, user guide",1.88kg,No,AMD,Performance,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",TSMC 7nm FinFET,No,IPS-level Panel,"94,999"
4.1,100,2,77,83,1190,2352,~ 255PPI,No,Yes,Yes,Yes,No,No,Yes,Dual speakers,Yes,Yes,Intel Iris Xe Graphics,13-bf0062TU,Envy x360,13.3inches,1year Warranty,2 In 1,Yes,12th Gen Intel Core i7 1250U,2880x1800pixels,Windows 11 Home (64-bit),4 Cell Battery,"UWVA, Edge-to-Edge Glass, Corning Gorilla Glass NBT, Low Blue Light, 100% DCI-P3",12th Gen,16GB LPDDR4x,No,65 W USB Type-C power adapter,512GB,12MB,No,306x194x16.4mm,Yes,Yes,Yes,10 x (Turbo Speed upto 4.7GHz) Cores,4266MHz,"10 Cores, 12 Threads","Laptop, Power Adapter",1.32kg,No,Intel,"Business, Performance","2 x USB Type-C, 2 x USB 3.0",No,No,OLED,"1,90,976"
4.05,97,2,152,376,865,2352,~ 141PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Intel Integrated,"D560424WIN9S, Inspiron 3501",Core i3,15.6inches,1year Warranty,Netbook,No,11th Gen Intel Core i3,1920x1080pixels,Windows 10 Home (64-bit),No,No,11th Gen,8GB DDR4,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,"Laptop, Power Adaptor, User Guide, Warranty Documents",No,No,Intel,Everyday Use,2 x USB 3.0,No,No,LED,"70,990"
4.65,77,2,113,227,764,2352,~ 141PPI,1 x HDMI Port,IEEE 802.11b/g/n/a/c,Yes,v4,No,Standard Keyboard,Yes,Yes,No,Yes,AMD Radeon R5,59427747,Core i5,15.6inches,1year Warranty,Netbook,No,4th Gen Intel Core i5 4200U,1366x768pixels,Windows 8 (64-bit),No,No,4th Gen,8GB DDR3,CD/DVD writer,65 W AC Adapter,No,3MB,No,380x262x24.7mm,Touchpad,Yes,HD Webcam,2 x 1.6GHz (Turbo Speed upto 2.6GHz) Cores,No,"Dual Core, 4 Threads","Laptop, Battery, AC Adapter",2.32kg,Yes,Intel,No,2 x USB 3.0,No,Yes,Display,"1,04,990"
3.95,549,4,271,272,2302,2352,~ 141PPI,1 x HDMI Port,"Wi-Fi 6, 802.11ax 2x2",Dual Array Microphone,v5.1,NVMe,No,Yes,Stereo speakers,Yes,Yes,Iris Xe Graphics,21DJA0D8IH,Thinkbook 15,15.6inches,1year Warranty,Ultrabook,No,12th Gen Intel Core i7 1255U,1920x1080pixels,Windows 11 Home (64-bit),"45Wh, 3 Cell Battery","100% sRGB Color Gamut, Contrast Ratio: 1200:1, 170° Viewing Angle",12th Gen,16GB DDR4,No,65W AC adapter,1TB,12MB,45 WHrs Li-ion,No,Yes,Yes,Yes,2 x 1.7GHz (Turbo Speed upto 4.7GHz) Performance Cores  8 x 1.2GHz (Turbo Speed upto 3.5GHz) Efficient Cores,3200MHz,"10 Cores (2P + 8E), 12 Threads","Laptop, Adapter & User Manuals",No,Kensington Nano Security Slot,Intel,Everyday Use,"2 x USB Type-C, 2 x USB 3.0",10 nm,Yes,FHD IPS,"44,800"
3.8,83,3,146,272,1745,2352,~ 162PPI,1 x HDMI 1.4 Port,Intel Wi-Fi 6E (6GHz) AX211 2x2,Dual-array microphones,v5.2,NVMe,Edge to Edge,Yes,Dual Speakers,Yes,Yes,Intel Iris Xe Graphics,IC7430FD64T001ORS1,Inspiron 7430,14inches,1year Onsite Warranty,2 In 1,Yes,13th Gen Intel Core i7 1355U,1920x1200pixels,Windows 11 Home (64-bit),"54Wh, 3 Cell Battery",250nits WVA Display with ComfortView Support,13th Gen,16GB LPDDR5,No,No,512GB,12MB,No,No,Yes,Yes,Yes,2 x (Turbo Speed upto 5GHz) Performance Cores  8 x (Turbo Speed upto 3.7GHz) Efficient Cores,4800MHz,"10 Cores (2P + 8E), 12 Threads",No,No,No,Intel,Everyday Use,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",No,No,No,"47,490"
4,87,2,143,315,770,2352,~ 141PPI,1 x HDMI v1.4 Port,IEEE 802.11ac,Built-in Microphones,v5,No,"English International Non , No",Yes,Built-in Speakers,Yes,Yes,Intel Integrated UHD,Inspiron 3501,Inspiron,15.6inches,1year Onsite Warranty,Netbook,No,10th Gen Intel Core i3 1005G1,1920x1080pixels,Windows 10 Home (64-bit),3 Cell Battery,Full HD LED Backlit Display,10th Gen,4GB DDR4,No,No,256GB,4MB,No,249x364x20mm,Yes,Yes,Yes,2 x 1.2GHz (Turbo Speed upto 3.4GHz) Cores,2666MHz,"Dual Core, 4 Threads","Laptop, Power Adaptor, User Guide, Warranty Documents",1.83kg,Kensington Lock Slot,Intel,Performance,"2 x USB 3.0, 1 x USB 2.0",No,Yes,LED,"91,990"
4.75,103,3,173,227,1262,2352,~ 141PPI,1 x HDMI v1.4 Port,802.11ac,Built-in Microphones,v5,No,Standard English Keyboard,Yes,Built-in Speakers,No,Yes,Intel Integrated UHD,"Inspiron 3501, Inspiron 3501",Inspiron,15.6inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,Windows 10 (64-bit),3 Cell Battery,"Full HD LED Backlit, Display",11th Gen,4GB DDR4,No,No,256GB,6MB,No,249x364x20mm,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,2666MHz,"Dual Core, 4 Threads","Laptop, Battery, Adapter, Cables and User Manuals",1.83kg,Kensington Lock Port,Intel,"Everyday Use, Performance","2 x USB 3.0, 1 x USB 2.0",No,Available,LED,"99,708"
4.4,775,3,121,319,1857,2352,~ 141PPI,1 x HDMI 1.4 Port,Wi-Fi 6(802.11ax) Dual band) 2*2,Yes,v5,No,"Backlit Chiclet Keyboard with Num-key, Yes",Yes,Built-in Speakers,Yes,Yes,Intel Integrated UHD,X1505ZA-L1311WS,Core i3,15.6inches,1year Onsite Warranty,Ultrabook,No,12th Gen Intel Core i3 1215U,1920x1080pixels,Windows 11 Home (64-bit),No,"0.2ms response time, 550nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display",12th Gen,8GB DDR4,No,No,512GB,10MB,No,356.8x227.6x19.9mm,Yes,No,Yes,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores  4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,No,"Hexa Core (2P + 4E), 8 Threads","Laptop, User manual, Adapter",1.7kg,No,Intel,Performance,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",10 nm,No,Full HD OLED,"37,390"
4.75,59,3,101,272,1463,2352,~ 141PPI,1 x HDMI Port,Wi-Fi 6E(802.11ax) Dual band),Yes,v5,NVMe PCIe Gen3,Backlit Chiclet Keyboard,Yes,Built-in Speakers,Yes,Yes,AMD Radeon AMD,E1504FA-LK521WS,Vivobook Go 15 OLED (2023),15.6inches,1year Onsite Warranty,Ultrabook,No,7th Gen AMD Ryzen 5 7520U,1920x1080pixels,Windows 11 Home (64-bit),No,"0.2ms response time, 400nits, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light",7th Gen,8GB LPDDR5,No,No,512GB,4MB,No,360.3x232.5x17.9mm,Yes,Yes,Yes,4 x 2.8GHz (Turbo Speed upto 4.3GHz) Cores,5500MHz,"Quad Core, 8 Threads","Laptop, battery, power adapter, user guide",1.63kg,No,AMD,Performance,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",TSMC 6nm FinFET,No,OLED,"44,498"
4.6,213,3,168,260,1688,2352,~ 141PPI,1 x HDMI Port,Yes,Yes,Yes,No,No,Yes,Built-in Speaker,No,No,Intel UHD Graphics,K513EA-L313WS,Vivobook K15,15.6inches,1year Onsite Warranty,Netbook,No,11th Gen Intel Core i3 1115G4,1920x1080pixels,\u200eWindows 11 Home\n (64-bit),3 Cell Battery,No,11th Gen,8GB DDR4,No,No,1TB,6MB,No,359x235x18mm,Yes,Yes,Yes,2 x (Turbo Speed upto 4.1GHz) Cores,3200MHz,"Dual Core, 4 Threads","\u200e\u200e\u200eLaptop, Adapter, User Manual",1.8kg,No,Intel,Everyday Use,"2 x USB 3.0, 2 x USB 2.0",No,No,LED,"47,990"
